,m,,dayof,22018_z1_AC1,22018_z1_Light,22018_z1_Plug,22018_z2_AC1,22018_z2_Light,22018_z2_Plug,22018_z3_Light,22018_z3_Plug,22018_z4_Light,32018_z1_AC4,32018_z1_Light,32018_z1_Plug,32018_z2_AC1,32018_z2_Light,32018_z2_Plug,32018_z3_Light,32018_z4_AC1,32018_z4_Light,32018_z4_Plug,32018_z5_AC1,32018_z5_Light,32018_z5_Plug,42018_z1_AC4,42018_z1_Light,42018_z1_Plug,42018_z2_AC1,42018_z2_Light,42018_z2_Plug,42018_z3_Light,42018_z4_AC1,42018_z4_Light,42018_z4_Plug,42018_z5_AC1,42018_z5_Light,42018_z5_Plug,52018_z1_Light,52018_z1_Plug,52018_z2_Light,52018_z2_Plug,52018_z3_Light,52018_z4_Light,52018_z4_Plug,52018_z5_Light,52018_z5_Plug,62018_z1_Light,62018_z1_Plug,62018_z2_Light,62018_z2_Plug,62018_z3_Light,62018_z4_Light,62018_z4_Plug,62018_z5_Light,62018_z5_Plug,72018_z1_AC2,72018_z1_AC3,72018_z1_Light,72018_z1_Plug,72018_z2_Light,72018_z2_Plug,72018_z3_Light,72018_z4_Light,72018_z4_Plug,72018_z5_Light
28,8,3,1,0.0,0.0108333333333333,0.1546666666666666,0.9665,0.0,0.0706666666666666,0.196,0.308,0.0,0.0698333333333333,0.0,0.035,0.0,0.0,0.0415,0.0566666666666666,0.0,0.0,0.02,0.0,0.0,0.0225,0.0,0.0026666666666666,0.3288333333333333,0.0,0.0,0.1776666666666666,0.0591666666666666,0.0,0.0,0.0951666666666666,0.0,0.0,0.1138333333333333,0.0001666666666666,0.246,0.0,0.0301666666666666,0.0575,0.0,0.2085,0.0,0.01,0.0,0.2625,0.01,0.1193333333333333,0.079,0.0,0.0655,0.0,0.046,0.0,0.02,0.0,0.0455,0.0,0.0008333333333333,0.02,0.0825,0.01,0.0
28,8,4,1,0.0,0.0108333333333333,0.15,0.962,0.0,0.0543333333333333,0.1938333333333333,0.3086666666666666,0.0,0.07,0.0,0.0334999999999999,0.0,0.0,0.0401666666666666,0.0576666666666666,0.0,0.0,0.02,0.0,0.0,0.0216666666666666,0.0,0.0028333333333333,0.3305,0.0,0.0,0.163,0.0381666666666666,0.0,0.0,0.094,0.0,0.0,0.1121666666666666,0.0,0.201,0.0,0.0301666666666666,0.0575,0.0,0.258,0.0,0.0095,0.0,0.2348333333333333,0.01,0.0831666666666666,0.9228333333333334,0.0001666666666666,0.0638333333333333,0.0,0.0504999999999999,0.0,0.02,0.0001666666666666,0.0461666666666666,0.0,0.0006666666666666,0.025,0.0974999999999999,0.0098333333333333,0.0
28,8,5,1,0.0,0.3421666666666667,0.1613333333333333,0.735,0.0,0.0591666666666666,0.5515000000000001,0.3393333333333333,0.0,0.0683333333333333,0.0,0.0334999999999999,0.0,0.0001666666666666,0.0403333333333333,0.0933333333333333,0.0,0.0,0.02,0.0,0.0,0.0211666666666666,0.0,0.0026666666666666,0.3255,0.0,0.0,0.2536666666666666,0.2205,0.0,0.0,0.092,0.0,0.0,0.1116666666666666,0.4938333333333333,0.2266666666666666,0.0663333333333333,0.0299999999999999,0.0525,0.1455,0.1543333333333333,0.0016666666666666,0.0095,0.0,0.2283333333333333,0.1888333333333333,0.1061666666666666,1.4921666666666666,0.034,0.0633333333333333,0.0,0.0506666666666666,0.0,0.02,0.1771666666666666,0.0504999999999999,0.2779999999999999,0.0013333333333333,0.322,1.1423333333333334,0.0093333333333333,0.0238333333333333
28,8,6,1,0.0,4.137666666666666,0.5718333333333334,0.4155,0.0066666666666666,0.1283333333333333,0.8783333333333334,1.2191666666666665,0.4619999999999999,0.0693333333333333,2.381333333333333,0.7998333333333334,0.0,2.678166666666667,0.1171666666666666,0.8918333333333333,0.0,1.2973333333333334,0.1438333333333333,0.0,0.0,0.2845,0.0,2.334,0.5981666666666666,0.0,1.8001666666666667,0.4303333333333333,0.5675000000000001,0.0,3.3410169491525425,0.5633333333333332,0.0,0.0964406779661017,0.1151666666666666,0.6111666666666667,0.4691666666666667,0.5293333333333333,0.1996666666666667,0.3893333333333333,2.539833333333333,0.6511666666666667,0.1108333333333333,0.0101666666666666,0.359,0.2111666666666666,3.571166666666667,0.2945,1.5798333333333334,2.2136666666666667,0.1136666666666666,0.7667796610169492,0.0504999999999999,0.0,0.02,1.5843333333333334,0.3041666666666666,2.4286666666666665,0.2601666666666667,0.3011666666666667,4.023,0.0513333333333333,3.5136666666666665
28,8,7,1,9.028333333333334,5.927833333333334,1.1645,0.4186666666666667,0.5818333333333334,0.3163333333333333,0.9321666666666668,0.4781666666666666,2.016,5.6850000000000005,3.244,0.4328333333333333,5.316999999999999,3.972333333333333,0.7753333333333334,1.1701666666666666,6.609833333333333,1.9378333333333333,0.314,4.0115,1.4633333333333334,0.474,6.4565,3.2369491525423726,1.0538333333333332,4.952500000000001,2.581525423728813,0.2010169491525423,0.7356666666666667,4.6195,3.4396610169491524,0.7678333333333334,2.308333333333333,0.6386440677966102,0.2653333333333333,0.4636666666666666,0.5448333333333333,0.9261666666666668,0.1445,0.7915,3.533166666666667,1.2125,2.603833333333333,0.0738333333333333,3.088,0.4391666666666667,5.571666666666667,0.4561666666666666,1.5561666666666667,3.605833333333333,0.9353333333333332,1.7316666666666665,0.192,0.0483333333333333,0.0998333333333333,1.598,0.2358333333333333,2.4465,0.2061666666666666,0.2501666666666666,4.659833333333333,0.0793333333333333,4.393
28,8,8,1,30.188,8.620000000000001,3.158333333333333,0.9918333333333336,1.602666666666667,0.4518333333333333,1.036,0.7304999999999999,2.194333333333333,24.12,4.818333333333333,0.7265,19.70733333333333,5.245500000000001,1.0038333333333334,1.035,17.799166666666668,2.706833333333333,0.7271666666666667,10.821833333333332,2.2755,0.6208333333333333,19.15833333333333,4.168166666666667,2.4061666666666666,15.390666666666666,2.5603333333333333,0.7326666666666667,0.9505,20.778166666666667,3.712203389830509,0.9979661016949152,5.830333333333333,1.198135593220339,0.3929999999999999,5.359166666666667,1.526,3.083,0.2355,0.8119999999999999,3.4995,2.091333333333333,2.7030000000000003,0.3566666666666666,3.4845,0.5198333333333334,5.809166666666667,0.9195,2.0206666666666666,4.307666666666666,1.314,2.486,0.6268333333333334,0.0408333333333333,0.1506666666666666,1.6501666666666666,0.2671666666666666,2.5463333333333336,0.1468333333333333,0.2466666666666666,4.446333333333333,0.1616666666666666,4.301
28,8,9,1,28.5395,8.633666666666667,3.624666666666666,4.908666666666666,1.9741666666666664,0.4928333333333333,1.0501666666666667,0.4898333333333333,2.198,20.749166666666667,5.174,0.729,16.095666666666666,6.063999999999999,1.0431666666666668,0.838,10.17,2.8786666666666667,0.7541666666666667,9.0935,2.2675,0.8273333333333334,18.724,4.452166666666667,2.9373333333333336,12.1345,2.8015,0.594,0.7855000000000001,19.741666666666667,3.583333333333333,1.2693333333333332,5.1455,1.2253333333333332,0.457,5.825,1.4955,3.4833333333333334,0.2176666666666666,0.7223333333333333,3.497333333333333,1.9448333333333327,2.7023333333333333,0.4253333333333333,3.5381666666666667,0.3685,6.639166666666667,1.2618333333333331,1.9453333333333327,4.315833333333333,1.2654999999999998,2.3986666666666663,0.6533333333333334,0.0698333333333333,0.2115,1.9086666666666667,0.4411666666666666,2.6086666666666667,0.2221666666666666,0.25,4.588833333333333,0.3891666666666667,4.355
28,8,10,1,27.554166666666667,8.7515,3.6421666666666654,6.082,2.0656666666666665,0.3631666666666666,0.8823333333333333,0.5521666666666667,2.214833333333333,21.159333333333333,5.058333333333334,0.8013333333333333,15.115333333333332,6.194,1.0578333333333334,0.7498333333333332,13.237333333333334,2.9473333333333334,0.6908333333333334,8.275833333333333,2.2725,0.7815,19.099,4.522166666666666,3.039,12.343,2.956,0.5399999999999999,0.6313333333333334,16.669666666666668,3.6455,1.1238333333333337,5.025833333333334,1.1795,0.3998333333333334,5.9270000000000005,1.8096666666666663,3.7726666666666655,0.3291666666666666,0.7769999999999999,3.5253333333333337,1.9138333333333333,2.7255,0.4906666666666667,3.587,0.353,6.8515,1.2515,1.9851666666666667,4.352333333333333,1.2408333333333337,2.4745,0.7026666666666667,0.1295,0.2448333333333333,2.760333333333333,0.4688333333333333,2.6375,0.2385,0.25,4.490833333333333,0.3918333333333333,4.368833333333333
28,8,11,1,25.698,8.964333333333334,3.695666666666667,6.072,2.0455,0.5208333333333334,0.8898333333333334,0.5601666666666667,2.246166666666667,11.318666666666669,5.1435,0.7545000000000001,7.745833333333334,6.3005,1.1288333333333334,0.9843333333333334,5.3725000000000005,2.9923333333333333,0.5781666666666666,4.0645,2.3025,0.7711666666666667,14.800999999999998,4.570166666666666,3.131,9.438166666666666,2.8665000000000003,0.6455,0.6878333333333334,8.782,3.804745762711865,1.17,4.254833333333333,1.260677966101695,0.3683333333333333,5.8045,1.6581666666666666,3.8045,0.4053333333333333,0.7088333333333333,3.583333333333333,2.097,2.776,0.4385,3.6295,0.531,6.8555,1.272333333333333,1.8756666666666664,4.394333333333334,1.1803333333333332,2.6128333333333336,0.6908333333333334,0.1816666666666666,0.2143333333333333,2.7086666666666663,0.4598333333333333,2.661,0.1406666666666666,0.2516666666666666,4.4505,0.4156666666666667,4.2455
28,8,12,1,28.962333333333333,9.0645,3.621166666666667,5.6825,1.7541666666666669,0.4561666666666666,0.8695,0.5015,2.2663333333333333,0.07,3.9361666666666655,0.8665,0.0,6.270833333333333,1.0346666666666666,1.1926666666666668,0.0,3.0225,0.5313333333333333,0.0,2.320333333333333,0.738,0.0,4.468166666666667,2.914,0.0,2.630333333333333,0.5506666666666666,0.672,0.0,2.747457627118644,1.124237288135593,0.0,0.9689830508474576,0.4503333333333333,5.160833333333333,1.6441666666666668,3.396779661016949,0.3715254237288136,0.8684999999999999,3.644833333333333,1.9528333333333328,2.784666666666667,0.3375,3.657333333333333,0.4334999999999999,6.928333333333333,1.174,1.911,3.683666666666667,1.2713333333333334,2.354,0.631,0.1218333333333333,0.1835,1.6398333333333333,0.4974999999999999,2.6095,0.158,0.259,4.553833333333333,0.386,4.5155
28,8,13,1,24.55883333333333,9.189666666666666,3.5948333333333333,5.585333333333334,1.8766666666666665,0.6358333333333334,0.9471666666666666,0.645,2.2395,26.576833333333333,4.858833333333333,0.7985,21.306500000000003,6.267833333333333,1.0803333333333331,0.8628333333333333,17.644166666666667,2.984833333333333,1.021,12.9665,2.2936666666666667,0.7925,22.645166666666668,4.5985000000000005,2.8735,17.796166666666668,2.559833333333333,0.5386666666666666,0.7285,21.919500000000003,3.4448333333333334,0.8491666666666667,8.720833333333333,1.4696666666666665,0.5325,5.904,1.8313333333333333,3.701186440677966,0.3715254237288136,0.7961666666666667,3.5436666666666667,2.1598333333333333,2.7376666666666667,0.43,3.6008333333333336,0.9723333333333334,6.875,1.288,2.005666666666667,4.41406779661017,1.3918333333333337,2.5910169491525425,0.7016949152542372,0.1568333333333333,0.1881666666666666,1.814333333333333,0.411,2.553833333333333,0.1293333333333333,0.251,4.316166666666667,0.3853333333333333,4.429333333333333
28,8,14,1,26.43566666666667,8.986833333333333,3.6761666666666666,5.488333333333333,2.2195,0.6693333333333332,1.1366666666666667,0.541,2.237166666666667,21.6365,5.119,0.7491666666666668,16.844666666666665,6.328333333333333,1.0865,0.8336666666666666,14.495833333333334,2.974166666666667,1.1125,9.478666666666667,2.2875,0.8051666666666667,19.40883333333333,4.641,3.4881666666666664,12.922666666666666,2.543,0.679,0.767,20.65533333333333,3.798135593220339,1.2042372881355932,5.8205,1.8296610169491525,0.6114999999999999,6.146,1.8515,3.944166666666667,0.3876666666666667,0.7441666666666666,3.5731666666666664,2.2655000000000003,2.766,0.4093333333333333,3.6165,0.9581666666666668,7.2875,1.3981666666666668,1.8321666666666667,4.435666666666666,1.256,2.558,0.6505,0.1661666666666666,0.2006666666666666,1.8731666666666664,0.4631666666666666,2.6635,0.0675,0.25,4.515,0.3968333333333333,4.445166666666666
28,8,15,1,25.530166666666663,8.997166666666667,3.753833333333333,5.952333333333333,2.474,0.6815,0.896,0.5541666666666667,2.2496666666666667,21.552333333333333,5.151,0.8131666666666667,15.454833333333331,6.300166666666667,1.1286666666666667,0.8438333333333332,13.239,2.9971666666666668,0.7356666666666667,8.088,2.306166666666667,0.8335,19.34783333333333,4.951333333333333,3.642,12.0025,2.8040000000000003,0.61,0.7303333333333334,20.585500000000003,3.746949152542373,1.0698333333333332,6.210166666666667,1.924406779661017,0.5630000000000001,6.043166666666666,1.8616666666666668,3.9598333333333335,0.3901666666666666,0.7411666666666666,3.593833333333333,2.2343333333333333,2.782833333333333,0.3548333333333333,3.6338333333333335,0.942,7.439833333333333,1.3258333333333332,1.8541666666666667,4.672881355932203,1.3341666666666667,2.6566101694915254,0.6798305084745763,0.1551666666666666,0.1963333333333333,2.294,0.5155,2.670166666666667,0.0696666666666666,0.252,4.500500000000001,0.4146666666666666,4.469166666666666
28,8,16,1,22.64016666666667,8.902999999999999,3.338,4.652333333333333,2.27,0.5826666666666667,1.047,0.5608333333333333,2.240666666666667,10.988666666666669,5.125166666666667,0.702,7.319166666666666,6.269666666666667,0.8693333333333333,1.1035,6.198666666666667,2.991333333333333,0.5646666666666668,4.031499999999999,2.374,0.8381666666666666,9.939666666666666,4.613,3.284,6.6935,2.6906666666666665,0.5068333333333334,0.679,5.939666666666667,3.8038983050847457,1.0452542372881355,2.7996666666666665,2.06542372881356,0.4973333333333333,6.268,1.5666666666666669,4.172068965517242,0.3896551724137931,0.7294999999999999,3.566333333333333,2.157833333333333,2.7631666666666663,0.3141666666666667,3.6221666666666654,0.9828333333333332,7.3035,1.022333333333333,1.9433333333333327,4.3635,1.069,2.5635,0.5216666666666667,0.164,0.209,1.8773333333333333,0.5021666666666667,2.669,0.079,0.252,4.550666666666667,0.4378333333333333,4.445166666666666
28,8,17,1,17.007333333333335,8.1605,1.7015,4.352166666666666,1.7795,0.319,0.8996666666666667,0.5848333333333333,2.2233333333333336,0.0693333333333333,4.9605,0.53,0.0,6.246,0.526,0.8858333333333334,0.0,2.9585000000000004,0.2353333333333333,0.0,2.182333333333333,0.4445,0.0,3.396666666666667,1.9063333333333328,0.0,2.314,0.3451666666666667,0.6926666666666667,0.0,3.6445,0.7796666666666667,0.0,1.3068333333333333,0.3339999999999999,5.813833333333333,0.932,3.0875,0.1751666666666666,0.7881666666666667,3.5626666666666664,1.549,2.764,0.1996666666666667,3.583833333333333,0.7394999999999999,6.704,0.7208333333333333,1.8268333333333333,3.0716666666666668,0.4568333333333333,2.048,0.1631666666666666,0.101,0.1123333333333333,1.858833333333333,0.437,2.644333333333333,0.0711666666666666,0.2773333333333333,4.411166666666667,0.3763333333333333,4.203
28,8,18,1,18.48166666666667,8.139166666666666,1.116,3.8495,1.3578333333333332,0.1881666666666666,0.8408333333333334,0.5676666666666667,2.254833333333333,0.0698333333333333,4.457833333333334,0.4013333333333334,0.0,6.2603333333333335,0.4156666666666667,0.7759999999999999,0.0,2.940333333333333,0.3523333333333333,0.0,1.7955,0.1705,0.0,3.0385,1.4978333333333331,0.0,1.9773333333333327,0.2035,0.7026666666666668,0.0,3.7036666666666656,0.5568333333333333,0.0,0.3036666666666667,0.1798333333333333,5.701833333333334,0.5843333333333334,2.31542372881356,0.0911864406779661,0.7571666666666667,3.619,1.0958333333333334,2.816666666666667,0.0448333333333333,3.645333333333333,0.4143333333333333,5.369,0.308,1.7985,2.262,0.4615,1.757,0.1561666666666666,0.0975,0.0664999999999999,1.883,0.4041666666666667,2.681166666666667,0.0583333333333333,0.33,4.5395,0.3378333333333333,4.237666666666667
28,8,19,1,15.7785,7.572,0.7088333333333333,3.856,0.5303333333333333,0.0941666666666666,0.8045000000000001,0.444,0.9665,0.07,3.911333333333333,0.1478333333333333,0.0,5.786166666666667,0.2121666666666666,0.7191666666666666,0.0,2.26,0.1709999999999999,0.0,0.9455,0.094,0.0,3.0036666666666667,1.4481666666666666,0.0,1.663333333333333,0.1931666666666666,0.7036666666666667,0.0,3.7711864406779663,0.3281666666666666,0.0,0.0252542372881355,0.1366666666666666,4.501166666666666,0.3095,2.2318333333333333,0.1096666666666666,0.4614999999999999,2.5563333333333333,0.4265,2.822,0.0371666666666666,2.793,0.4125,3.8513333333333337,0.3281666666666666,1.777,1.3458333333333334,0.3501666666666667,0.599,0.1613333333333333,0.101,0.02,1.7251666666666667,0.3676666666666666,2.676,0.0301666666666666,0.33,4.490166666666667,0.1551666666666666,4.239333333333334
28,8,20,1,2.2213333333333334,1.2985,0.193,0.4513333333333333,0.0,0.08,0.3315,0.3228333333333333,0.0,0.0698333333333333,0.6461666666666667,0.0334999999999999,0.0,0.9241666666666668,0.0584999999999999,0.2378333333333333,0.0,0.2466666666666666,0.045,0.0,0.0,0.0599999999999999,0.0,2.68,1.1668333333333334,0.0,1.1785,0.283,0.4668333333333334,0.0,2.0058620689655173,0.1051724137931034,0.0,0.0077586206896551,0.149,0.6133333333333333,0.2935,0.3626666666666666,0.0299999999999999,0.2026666666666666,0.2631666666666666,0.2936666666666667,0.4444999999999999,0.0136666666666666,0.0306666666666666,0.2811666666666667,3.867,0.2831666666666666,1.537,0.6547457627118645,0.2931666666666667,0.0,0.0589830508474576,0.0296666666666666,0.0153333333333333,0.8680000000000001,0.1765,1.7426666666666668,0.0191666666666666,0.33,2.1786666666666665,0.0533333333333333,1.448
28,8,21,1,0.0,0.0111666666666666,0.151,0.0001666666666666,0.0,0.0798333333333333,0.2525,0.308,0.0,0.069,0.0,0.0299999999999999,0.0,0.0,0.04,0.0723333333333333,0.0,0.0,0.0196666666666666,0.0,0.0,0.0598333333333333,0.0,0.0016666666666666,0.457,0.0,0.0,0.2105,0.2178333333333333,0.0,0.8989830508474577,0.0955,0.0,0.0033898305084745,0.1505,0.0,0.2048333333333333,0.0,0.0299999999999999,0.0683333333333333,0.0,0.258,0.0,0.0098333333333333,0.0,0.2216666666666666,3.7071666666666654,0.2965,1.229,0.397,0.1955,0.0001666666666666,0.0515,0.0,0.0136666666666666,0.0,0.0403333333333333,0.0,0.0003333333333333,0.096,0.2988333333333333,0.0304999999999999,0.0
28,8,22,1,0.0,0.0113333333333333,0.1545,0.0003333333333333,0.0,0.0721666666666666,0.2271666666666666,0.308,0.0,0.0698333333333333,0.0,0.0299999999999999,0.0,0.0,0.0401666666666666,0.1043333333333333,0.0,0.0,0.02,0.0,0.0,0.0599999999999999,0.0,0.003,0.3046666666666667,0.0,0.0,0.1928333333333333,0.1055,0.0,0.0,0.0951666666666666,0.0,0.0,0.1068333333333333,0.0,0.2328333333333333,0.0,0.0301666666666666,0.0558333333333333,0.0,0.2051666666666666,0.0,0.01,0.0,0.1946666666666666,3.4136666666666664,0.204,0.6831666666666667,0.0001694915254237,0.0655,0.0001694915254237,0.0527118644067796,0.0,0.0161666666666666,0.0001666666666666,0.0491666666666666,0.0,0.0005,0.02,0.0866666666666666,0.0299999999999999,0.0
28,8,23,1,0.0,0.0113333333333333,0.1568333333333333,0.0003333333333333,0.0,0.0538333333333333,0.2511666666666666,0.308,0.0,0.0698333333333333,0.0,0.0299999999999999,0.0,0.0,0.0401666666666666,0.037,0.0,0.0,0.02,0.0,0.0,0.0599999999999999,0.0,0.002,0.309,0.0,0.0,0.2783333333333333,0.055,0.0,0.0001694915254237,0.0986440677966101,0.0,0.0001694915254237,0.1083333333333333,0.0001666666666666,0.2646666666666666,0.0,0.0299999999999999,0.1045,0.0,0.2311666666666667,0.0,0.0098333333333333,0.0,0.1851666666666666,0.01,0.1173333333333333,0.1661666666666666,0.0,0.065,0.0,0.0443333333333333,0.0,0.0171666666666666,0.0,0.0448333333333333,0.0,0.0006666666666666,0.02,0.0828333333333333,0.0308333333333333,0.0
29,8,0,2,0.0,0.0105,0.1571666666666666,0.8963333333333333,0.0,0.0813333333333333,0.2631666666666666,0.308,0.0,0.07,0.0,0.0299999999999999,0.0,0.0003333333333333,0.0403333333333333,0.059,0.0,0.0,0.02,0.0,0.0,0.0599999999999999,0.0,0.0016666666666666,0.3065,0.0,0.0,0.2123333333333333,0.0593333333333333,0.0,0.0,0.096,0.0,0.0,0.1058333333333333,0.0005,0.2068333333333333,0.0001694915254237,0.031864406779661,0.0715,0.0,0.2898333333333333,0.0,0.01,0.0,0.2263333333333333,0.01,0.0865,0.0631666666666666,0.0,0.0689999999999999,0.0,0.0458333333333333,0.0,0.0181666666666666,0.0,0.0445,0.0,0.001,0.02,0.1061666666666666,0.0299999999999999,0.0
29,8,1,2,0.0,0.0108333333333333,0.1591666666666666,0.8763333333333333,0.0,0.0451666666666666,0.1894999999999999,0.308,0.0,0.07,0.0,0.0299999999999999,0.0,0.0001666666666666,0.04,0.063,0.0,0.0,0.02,0.0,0.0,0.0599999999999999,0.0,0.0023333333333333,0.3096666666666666,0.0,0.0,0.1941666666666666,0.061,0.0,0.0,0.0965,0.0,0.0,0.1058333333333333,0.0003333333333333,0.2456666666666666,0.0,0.0299999999999999,0.0558333333333333,0.0,0.2521666666666667,0.0,0.01,0.0,0.194,0.01,0.0856666666666666,0.0201666666666666,0.0001694915254237,0.072,0.0001694915254237,0.0442372881355932,0.0,0.0183333333333333,0.0005,0.0503333333333333,0.0,0.0008333333333333,0.02,0.1078333333333333,0.0316666666666666,0.0
29,8,2,2,0.0,0.011,0.151,0.931,0.0,0.08,0.1921666666666666,0.3086666666666666,0.0,0.0694999999999999,0.0,0.0299999999999999,0.0,0.0,0.0398333333333333,0.1251666666666666,0.0,0.0,0.02,0.0,0.0,0.0599999999999999,0.0,0.0028333333333333,0.302,0.0,0.0,0.2698333333333333,0.1306666666666666,0.0,0.0,0.0955,0.0,0.0,0.1101666666666666,0.0001666666666666,0.2425,0.0003389830508474,0.0311864406779661,0.0548333333333333,0.0,0.2996666666666667,0.0,0.01,0.0,0.1811666666666666,0.01,0.0701666666666666,0.1145,0.0001724137931034,0.0643333333333333,0.0,0.0434482758620689,0.0,0.0151666666666666,0.0,0.0436666666666666,0.0,0.0005,0.02,0.04,0.0311666666666666,0.0
29,8,3,2,0.0,0.0111666666666666,0.1501666666666666,0.9266666666666666,0.0,0.0801666666666666,0.2455,0.308,0.0,0.0698333333333333,0.0,0.0299999999999999,0.0,0.0,0.04,0.0101666666666666,0.0,0.0,0.02,0.0,0.0,0.0599999999999999,0.0,0.002,0.3018333333333333,0.0,0.0,0.2221666666666666,0.0596666666666666,0.0,0.0,0.0958333333333333,0.0,0.0,0.1163333333333333,0.0006666666666666,0.2061666666666667,0.0003389830508474,0.0311864406779661,0.1033333333333333,0.0,0.2339999999999999,0.0,0.01,0.0,0.2268333333333333,0.01,0.0978333333333333,0.0201666666666666,0.0,0.0645,0.0,0.0456666666666666,0.0,0.0153333333333333,0.0,0.0505,0.0,0.0005,0.02,0.0821666666666666,0.0301666666666666,0.0
29,8,4,2,0.0,0.0111666666666666,0.1501666666666666,0.8741666666666666,0.0,0.0453333333333333,0.2886666666666667,0.308,0.0,0.0693333333333333,0.0,0.0299999999999999,0.0,0.0,0.04,0.056,0.0,0.0,0.02,0.0,0.0,0.0599999999999999,0.0,0.0023333333333333,0.3043333333333333,0.0,0.0,0.1935,0.059,0.0,0.0001694915254237,0.0994915254237288,0.0,0.0,0.116,0.0,0.2405,0.0001666666666666,0.0299999999999999,0.0721666666666666,0.0,0.1885,0.0,0.01,0.0,0.1893333333333333,0.01,0.0531666666666666,0.8956666666666667,0.0,0.065,0.0,0.0468333333333333,0.0,0.0148333333333333,0.0003333333333333,0.0493333333333333,0.0,0.0005,0.0245,0.1323333333333333,0.0309999999999999,0.0
29,8,5,2,0.0,0.6018333333333333,0.15,0.6723333333333332,0.0,0.08,0.5506666666666666,0.4671666666666667,0.083,0.0671666666666666,0.1303333333333333,0.0299999999999999,0.0,0.014,0.04,0.0766666666666666,0.0,0.1745,0.02,0.0,0.0,0.0599999999999999,0.0,0.0021666666666666,0.3006666666666666,0.0,0.0,0.2596666666666666,0.1836666666666666,0.0,0.0,0.0951666666666666,0.0,0.0,0.1141666666666666,0.4721666666666666,0.236,0.0571666666666666,0.0299999999999999,0.0786666666666666,0.1251666666666666,0.1901666666666666,0.001,0.0098333333333333,0.0,0.22,0.2216666666666666,0.1266666666666666,1.5288333333333337,0.045593220338983,0.0651666666666666,0.0001694915254237,0.049322033898305,0.0,0.0136666666666666,0.4356666666666667,0.0445,0.7875,0.003,0.3166666666666666,1.1073333333333333,0.0299999999999999,0.0
29,8,6,2,0.0,3.679333333333333,0.4365,0.4545,0.3181666666666666,0.0873333333333333,0.78,1.2125,0.8595,0.0693333333333333,2.7186666666666666,0.636,0.0,2.0083333333333333,0.1206666666666666,0.8693333333333333,0.0,1.2970000000000002,0.0353333333333333,0.0,0.0296666666666666,0.06,0.0,2.2081666666666666,0.3521666666666666,0.0,1.6536666666666666,0.539,0.6438333333333334,0.0,2.482033898305085,0.6538983050847458,0.0,0.0838983050847457,0.1066666666666666,1.5731666666666666,0.2955,0.6528333333333334,0.0988333333333333,0.4835,3.423666666666666,0.4246666666666667,0.019,0.01,0.4675,0.2001666666666666,2.0736666666666665,0.3381666666666666,1.4688333333333332,2.1041666666666665,0.205,0.7326666666666667,0.0478333333333333,0.0,0.0271666666666666,1.3633333333333335,0.3426666666666667,2.5181666666666667,0.0046666666666666,0.3241666666666666,4.4405,0.1203333333333333,3.791166666666667
29,8,7,2,9.033333333333331,5.675,1.2356666666666667,2.1685000000000003,1.2766666666666666,0.2115,0.923,0.6635000000000001,2.0813333333333333,5.702833333333333,3.746333333333333,0.7101666666666666,5.344333333333334,3.9386666666666654,0.5603333333333332,1.2103333333333337,6.156499999999999,1.81,0.175,4.043666666666667,1.525,0.1996666666666667,6.494166666666667,3.1540000000000004,0.7304999999999999,4.782333333333333,2.214,0.4476666666666666,0.6335,4.609833333333333,3.4923333333333333,0.5898333333333333,2.2670000000000003,0.4451666666666666,0.1973333333333333,0.7631666666666667,0.5535,0.9763333333333334,0.1393333333333333,0.8151666666666666,1.5447457627118644,0.5213333333333333,2.145084745762712,0.0468333333333333,1.7846666666666666,0.3356666666666666,5.5425,0.4871666666666667,1.772333333333333,3.737666666666666,0.9181666666666668,1.7803333333333335,0.2328333333333333,0.0,0.1351666666666666,1.3811666666666669,0.2659999999999999,2.521333333333333,0.2215,0.2503333333333333,4.840333333333334,0.264,4.411333333333333
29,8,8,2,30.512,8.502,3.1016666666666666,4.8669491525423725,1.7345,0.4005,0.9986666666666668,0.5671666666666667,2.208,24.341833333333334,4.720833333333333,0.5368333333333334,18.819333333333336,5.638999999999999,0.8018333333333333,0.9401666666666668,14.780166666666666,2.8171666666666666,0.7708333333333334,10.5165,2.121,0.7200000000000001,19.891,4.195166666666667,2.247,15.536833333333334,2.635,0.6195,0.8638333333333333,20.81116666666667,3.68,0.8048333333333333,5.475333333333333,1.2301694915254238,0.4866666666666666,5.125333333333333,1.6765,3.01,0.3425,0.8553333333333334,1.4373684210526316,1.290333333333333,2.7261403508771926,0.256271186440678,3.361,1.0896666666666666,6.535,1.0153333333333334,2.1496666666666666,4.346,1.334,2.483166666666667,0.6916666666666667,0.0351666666666666,0.1338333333333333,1.8298333333333328,0.2413333333333333,2.6203333333333334,0.1971666666666666,0.25,4.843333333333334,0.348,4.383333333333334
