,m,,dayof,22018_z1_AC1,22018_z1_Light,22018_z1_Plug,22018_z2_AC1,22018_z2_Light,22018_z2_Plug,22018_z3_Light,22018_z3_Plug,22018_z4_Light,32018_z1_AC4,32018_z1_Light,32018_z1_Plug,32018_z2_AC1,32018_z2_Light,32018_z2_Plug,32018_z3_Light,32018_z4_AC1,32018_z4_Light,32018_z4_Plug,32018_z5_AC1,32018_z5_Light,32018_z5_Plug,42018_z1_AC4,42018_z1_Light,42018_z1_Plug,42018_z2_AC1,42018_z2_Light,42018_z2_Plug,42018_z3_Light,42018_z4_AC1,42018_z4_Light,42018_z4_Plug,42018_z5_AC1,42018_z5_Light,42018_z5_Plug,52018_z1_Light,52018_z1_Plug,52018_z2_Light,52018_z2_Plug,52018_z3_Light,52018_z4_Light,52018_z4_Plug,52018_z5_Light,52018_z5_Plug,62018_z1_Light,62018_z1_Plug,62018_z2_Light,62018_z2_Plug,62018_z3_Light,62018_z4_Light,62018_z4_Plug,62018_z5_Light,62018_z5_Plug,72018_z1_AC2,72018_z1_AC3,72018_z1_Light,72018_z1_Plug,72018_z2_Light,72018_z2_Plug,72018_z3_Light,72018_z4_Light,72018_z4_Plug,72018_z5_Light
1,7,20,6,0.0,0.0105,0.1493333333333333,0.0001666666666666,0.0,0.0663333333333333,0.1806666666666666,0.3066666666666666,0.0,0.07,0.0,0.0299999999999999,0.0,0.0,0.0309999999999999,0.0578333333333333,0.0,0.0,0.02,0.0,0.0,0.0215,0.0,0.0028333333333333,0.2221666666666666,0.0,0.0,0.214,0.0498333333333333,0.0,0.0,0.0741666666666666,0.0,0.0001666666666666,0.1211666666666666,0.3288333333333333,0.1656666666666666,0.0,0.0299999999999999,0.057,0.0,0.2888333333333334,0.0,0.0098333333333333,0.0,0.2309999999999999,0.01,0.0578333333333333,0.02,0.0,0.0985,0.0,0.0455,0.0,0.01,0.0003333333333333,0.0485,0.0,0.0008333333333333,0.1768333333333333,0.0823333333333333,0.0,0.0
1,7,21,6,0.0,0.011,0.15,0.0001666666666666,0.0,0.0711666666666666,0.184,0.3076666666666667,0.0,0.07,0.0,0.0299999999999999,0.0,0.0,0.0318333333333333,0.0101666666666666,0.0,0.0,0.02,0.0,0.0,0.0233333333333333,0.0,0.0028813559322033,0.229,0.0,0.0001694915254237,0.1845762711864406,0.0951666666666666,0.0,0.0,0.075,0.0,0.0,0.1205,0.3365,0.1856666666666666,0.0,0.0299999999999999,0.0573333333333333,0.0,0.1566666666666666,0.0,0.01,0.0,0.253,0.01,0.0595,0.0513333333333333,0.061,0.0998333333333333,0.0351666666666666,0.07,0.0,0.01,0.0001666666666666,0.068,0.0,0.0003333333333333,0.18,0.0814999999999999,0.0,0.0
1,7,22,6,0.0,0.0108333333333333,0.15,0.0003333333333333,0.0,0.068,0.1471666666666666,0.311,0.0,0.07,0.0,0.0299999999999999,0.0,0.0,0.0315,0.114,0.0,0.0,0.02,0.0,0.0,0.0223333333333333,0.0,0.002,0.2233333333333333,0.0,0.0,0.1945,0.0876666666666666,0.0,0.0,0.0738333333333333,0.0,0.0,0.1013333333333333,0.3193333333333333,0.1931666666666666,0.0,0.0301724137931034,0.0568333333333333,0.0,0.1731666666666666,0.0,0.01,0.0,0.2438333333333333,0.01,0.0585,0.0193333333333333,0.0,0.0931666666666666,0.0,0.0611666666666666,0.0,0.01,0.0001666666666666,0.1341666666666666,0.0,0.0003333333333333,0.112,0.1423333333333333,0.0,0.0
1,7,23,6,0.0,0.0118333333333333,0.1471666666666666,0.8025000000000001,0.0,0.0668333333333333,0.1075,0.3135,0.0,0.07,0.0,0.0299999999999999,0.0,0.0,0.0318333333333333,0.0576666666666666,0.0,0.0,0.02,0.0,0.0,0.0213333333333333,0.0,0.0021666666666666,0.2226666666666666,0.0,0.0,0.1693333333333333,0.1556666666666666,0.0,0.0,0.0736666666666666,0.0,0.0,0.1001666666666666,0.3381666666666667,0.144,0.0001694915254237,0.0315254237288135,0.1211666666666666,0.0,0.2831666666666666,0.0,0.01,0.0,0.2318333333333333,0.01,0.0566666666666666,0.02,0.0001694915254237,0.0963333333333333,0.0,0.0745762711864406,0.0,0.01,0.0,0.0531666666666666,0.0,0.0001666666666666,0.02,0.0975,0.0,0.0
2,7,0,0,0.0,0.011,0.1475,1.0831666666666668,0.0,0.0689999999999999,0.014,0.3145,0.0,0.07,0.0,0.0299999999999999,0.0,0.0,0.0311666666666666,0.0108333333333333,0.0,0.0,0.02,0.0,0.0,0.0221666666666666,0.0,0.0025423728813559,0.2243333333333333,0.0,0.0001694915254237,0.2042372881355932,0.0883333333333333,0.0,0.0,0.0775438596491228,0.0,0.0003508771929824,0.1026666666666666,0.329,0.1733333333333333,0.0,0.0299999999999999,0.0573333333333333,0.0,0.2681666666666666,0.0,0.01,0.0,0.2213333333333333,0.01,0.0563333333333333,0.02,0.0001694915254237,0.0983333333333333,0.0,0.0650847457627118,0.0,0.01,0.0,0.0563333333333333,0.0,0.0003333333333333,0.02,0.0906666666666666,0.0,0.0
2,7,1,0,0.0,0.011,0.1498333333333333,1.0543333333333331,0.0,0.0728333333333333,0.054,0.3165,0.0,0.07,0.0,0.0299999999999999,0.0,0.0,0.0315,0.0643333333333333,0.0,0.0,0.02,0.0,0.0,0.0206666666666666,0.0,0.0021666666666666,0.226,0.0,0.0,0.1946666666666666,0.0886666666666666,0.0,0.0,0.0745,0.0,0.0,0.0986666666666666,0.3325000000000001,0.1451666666666667,0.0001666666666666,0.0303333333333333,0.0566666666666666,0.0,0.2635,0.0,0.01,0.0,0.3095,0.01,0.0535,0.0201666666666666,0.0001694915254237,0.1011666666666666,0.0,0.0622033898305084,0.0,0.01,0.0001666666666666,0.049,0.0,0.0003333333333333,0.02,0.1191666666666666,0.0,0.0
2,7,2,0,0.0,0.0115,0.1491666666666666,1.033,0.0,0.0703333333333333,0.0541666666666666,0.3161666666666666,0.0,0.07,0.0,0.0299999999999999,0.0,0.0001666666666666,0.0309999999999999,0.1071666666666666,0.0,0.0,0.02,0.0,0.0,0.0213333333333333,0.0,0.0026666666666666,0.2211666666666666,0.0,0.0,0.1703333333333333,0.0498333333333333,0.0,0.0,0.073,0.0,0.0001666666666666,0.1066666666666666,0.3346666666666667,0.2048333333333333,0.0003389830508474,0.0316949152542372,0.0575,0.0,0.2938333333333333,0.0,0.01,0.0,0.2698333333333333,0.01,0.0548333333333333,0.02,0.0,0.0926666666666666,0.0,0.065,0.0,0.01,0.0001666666666666,0.0491666666666666,0.0,0.001,0.02,0.0815,0.0,0.0
2,7,3,0,0.0,0.0103333333333333,0.1496666666666666,1.038166666666667,0.0,0.0716666666666666,0.106,0.3153333333333333,0.0,0.07,0.0,0.0299999999999999,0.0,0.0,0.0311666666666666,0.0198333333333333,0.0,0.0,0.02,0.0,0.0,0.022,0.0,0.0028333333333333,0.2236666666666666,0.0,0.0,0.1926666666666666,0.1233333333333333,0.0,0.0001694915254237,0.0764406779661017,0.0,0.0001694915254237,0.1178333333333333,0.3316666666666667,0.1823333333333333,0.0,0.0299999999999999,0.1196666666666666,0.0,0.2068333333333333,0.0,0.0098333333333333,0.0,0.2253333333333333,0.01,0.0563333333333333,0.0201666666666666,0.0,0.0928333333333333,0.0,0.0543333333333333,0.0,0.01,0.0003333333333333,0.0543333333333333,0.0,0.0003333333333333,0.02,0.0915,0.0,0.0
2,7,4,0,0.0,0.0106666666666666,0.1496666666666666,1.0575,0.0,0.0653333333333333,0.061,0.3133333333333333,0.0,0.07,0.0,0.0299999999999999,0.0,0.0,0.0318333333333333,0.0471666666666666,0.0,0.0,0.02,0.0,0.0,0.0208333333333333,0.0,0.002,0.223,0.0,0.0,0.1775,0.1216666666666666,0.0,0.0,0.0764406779661017,0.0,0.0001694915254237,0.116,0.3296666666666666,0.1671666666666666,0.0,0.0301666666666666,0.057,0.0,0.1418333333333333,0.0,0.01,0.0,0.2455,0.01,0.0628333333333333,1.1758333333333333,0.0003448275862068,0.0971666666666666,0.0003448275862068,0.0655172413793103,0.0,0.01,0.0001666666666666,0.0451666666666666,0.0,0.0003333333333333,0.094,0.1188333333333333,0.0,0.0
2,7,5,0,0.0,0.0116666666666666,0.1431666666666666,0.2916666666666667,0.0,0.0686666666666666,0.3001666666666667,0.3883333333333333,0.0,0.0675,0.0154999999999999,0.0414999999999999,0.0,0.005,0.0316666666666666,0.1345,0.0,0.0926666666666666,0.0238333333333333,0.0,0.0,0.0295,0.0,0.5201694915254237,0.2238333333333333,0.0,0.2869491525423728,0.2845762711864407,0.2638333333333333,0.0,0.2315,0.3576666666666667,0.0,0.0041666666666666,0.1051666666666666,0.5830000000000001,0.1603333333333333,0.0356666666666666,0.0299999999999999,0.0393333333333333,0.9256666666666666,0.2675,0.0,0.01,0.0,0.2506666666666667,0.3956666666666667,0.0814999999999999,1.6658333333333333,0.0953333333333333,0.102,0.0,0.0686666666666666,0.0,0.01,0.4331666666666667,0.0578333333333333,0.6531666666666667,0.0021666666666666,0.3296666666666666,0.8196666666666667,0.0,0.3026666666666667
